track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,decade,mood
I've Been Loving You Too Long,Ike & Tina Turner,spotify:track:5HWRHyGh5pkMYXHrrDfdpG,0.477,0.335,9,-12.754,1,0.0716,0.367,2.13e-05,0.0958,0.252,127.269,230373,3,32.0256,12,1960s,sad
You Must Have Been A Beautiful Baby,Bobby Darin,spotify:track:1ATiocRsFUbrnEFhb5Y4y9,0.707,0.549,7,-15.712,1,0.0356,0.763,5.88e-05,0.121,0.974,134.563,129707,4,23.88684,8,1960s,happy
Sugar Shack,Jimmy Gilmer And The Fireballs,spotify:track:2nAR2OjaGIXesjm7Kq7Kzu,0.856,0.755,7,-8.55,1,0.183,0.221,0.000279,0.104,0.805,132.382,121800,4,34.2368,8,1960s,happy
A Walk In The Black Forest,Horst Jankowski,spotify:track:3msjvrkCvIzUNJHULcAafN,0.701,0.38,2,-11.756,1,0.0294,0.611,0.728,0.233,0.783,106.284,169680,4,40.19969,8,1960s,happy
"Saginaw, Michigan",Lefty Frizzell,spotify:track:0ulPILleWfE1NBzUWIiNi9,0.596,0.366,10,-14.933,1,0.0325,0.878,0.00263,0.23,0.853,145.717,182573,4,30.58735,7,1960s,happy
A Reasonable Amount of Sanity,Johnny Pearson,spotify:track:5xtnXurn09Vob7f4u61dlo,0.604,0.388,9,-12.165,0,0.0925,0.508,0.628,0.183,0.408,120.476,230634,4,57.00878,9,1960s,sad
Wild Thing,The Troggs,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,155333,4,72.38265,6,1960s,happy
Last Hope's Gone - 1997 Remaster,The Paul Butterfield Blues Band,spotify:track:2XtxkQUNAUjlhuzfi05SF3,0.334,0.505,2,-10.424,0,0.0421,0.13,0.00759,0.426,0.535,172.182,292133,4,33.03513,14,1960s,surprise
Creeque Alley,The Mamas & The Papas,spotify:track:2pfEVSZdq5McocgAYWhgLu,0.615,0.754,4,-6.104,1,0.0379,0.721,0.0,0.077,0.786,145.299,228680,4,34.33934,12,1960s,happy
IHS,Alice Coltrane,spotify:track:091PBqFavkynzblXnujz2b,0.317,0.261,8,-18.594,0,0.0339,0.904,0.337,0.154,0.335,133.264,525253,5,40.75504,25,1960s,sad
Lightning's Girl,Nancy Sinatra,spotify:track:7F1MfYFvrXgywSQdmxCkZR,0.56,0.647,9,-3.862,1,0.0287,0.647,0.0,0.127,0.54,92.194,176054,4,88.9046,6,1960s,happy
Shine For Me,Elmer Bernstein,spotify:track:13amPjqDEQtQnddrusGXv5,0.221,0.132,11,-18.72,1,0.0302,0.856,0.00341,0.105,0.237,79.846,156709,3,29.75426,11,1960s,sad
Without a Song - Remastered,Sonny Rollins,spotify:track:6NeCoPvzhTHcBu3RFzbY3X,0.61,0.28,8,-15.634,1,0.0477,0.753,0.00707,0.145,0.339,111.871,446893,4,74.98486,17,1960s,happy
Midnight Special,Johnny Rivers,spotify:track:2dHL4hpu8WUPfTYMtW8KVE,0.621,0.33,9,-19.215,1,0.0413,0.212,0.00169,0.955,0.972,155.358,151920,4,38.06478,8,1960s,happy
Hippy Hippy Shake,The Swinging Blue Jeans,spotify:track:4LddAerqROEdlx1GF1bcVd,0.551,0.686,4,-11.969,1,0.0536,0.346,0.0,0.33,0.982,70.959,106067,4,54.93326,4,1960s,happy
You Got Soul,Johnny Nash,spotify:track:4k1KBmLXE1Q1cFyfC6bVLH,0.62,0.405,2,-12.389,1,0.0311,0.0127,1.2e-06,0.0764,0.641,86.444,158787,4,33.79576,8,1960s,happy
I'm Gonna Miss You,The Artistics,spotify:track:4wpOxZQmoxrHtfQQcR4PyW,0.385,0.612,5,-13.529,1,0.0393,0.249,0.000175,0.339,0.884,178.017,164467,3,35.06981,8,1960s,happy
One Way Love,The Drifters,spotify:track:3Wtlrgl7wlDUg2OLpG8UY0,0.711,0.53,4,-14.402,1,0.0415,0.623,0.0,0.337,0.887,111.951,152120,4,65.12952,7,1960s,happy
The Impossible Dream,Roger Williams,spotify:track:1zuqS73L64T2X6Ny3xHqmn,0.226,0.312,5,-13.066,1,0.0312,0.78,0.858,0.533,0.119,96.15,183027,3,42.96441,8,1960s,sad
Mini Clarinet,Johnny Pearson,spotify:track:2TytGeZ35jlupVo4oh3LgM,0.798,0.352,2,-11.015,1,0.129,0.416,0.000953,0.1,0.954,135.019,50680,3,8.38903,3,1960s,happy
Requiem For John Hurt,John Fahey,spotify:track:60EIxnylGxIXoMK43K1S33,0.189,0.384,0,-13.796,1,0.0338,0.517,0.834,0.103,0.183,102.255,310000,4,21.51917,16,1960s,sad
"Main Theme (From ""Schindler's List"")",John Williams,spotify:track:0WkFzqiUXv5op9Qmxx05iM,0.15,0.153,2,-22.239,0,0.0431,0.945,0.593,0.0826,0.108,97.725,214333,3,37.17069,11,1960s,sad
Carrie-Anne,The Hollies,spotify:track:4vDJqsXuvoVSbHwfjQVrFp,0.552,0.515,0,-11.032,1,0.0383,0.397,0.0,0.361,0.859,119.441,175400,4,31.26323,10,1960s,happy
Enamorado,Keith Colley,spotify:track:2Q20X4fKdfYZxMbrqiO1S1,0.552,0.651,5,-9.464,1,0.0322,0.262,0.0,0.296,0.845,129.072,117160,4,49.99007,5,1960s,happy
The Watusi,The Vibrations,spotify:track:5hleF20R6SrI99rz269cSS,0.633,0.682,1,-6.14,1,0.0321,0.466,9.19e-05,0.561,0.831,129.804,154027,4,41.7581,7,1960s,happy
"Suite Española No. 1, Op. 47: No. 5, Asturias (Arr. J. Williams for Guitar)",Isaac Albéniz,spotify:track:0B0Lm3Q45W6XLy950ibHmr,0.298,0.155,4,-24.317,0,0.0675,0.943,0.891,0.0809,0.239,121.801,377600,3,108.3031,11,1960s,sad
"Friend, Lover, Woman, Wife",O.C. Smith,spotify:track:6jnGyjY75bSW6mlzqoxjxv,0.498,0.566,7,-11.915,1,0.0722,0.405,0.0,0.103,0.896,189.126,187280,4,35.41084,13,1960s,happy
Mon septième ciel,Johnny Hallyday,spotify:track:0EWCDAmLABBz7VfortIZqt,0.629,0.428,5,-12.101,1,0.0336,0.909,0.0178,0.186,0.737,105.724,118067,3,38.24533,6,1960s,happy
Ain't Gonna Be That Way,Marv Johnson,spotify:track:0ZWqVaUbxHvCsIPPhQvbft,0.466,0.525,0,-9.536,1,0.038,0.804,0.0,0.218,0.907,90.892,150093,4,55.3773,8,1960s,happy
The Ways To Love A Man,Tammy Wynette,spotify:track:3tjcWYIhfDi6kPCvZbBvCJ,0.587,0.249,9,-14.1,1,0.0278,0.733,0.00732,0.0891,0.48,94.305,147493,4,21.55032,10,1960s,happy
Tit For Tat (Ain't No Taking Back),James Brown,spotify:track:6uMR7QrywhdSqhJSef3YqV,0.809,0.397,7,-10.246,1,0.0428,0.638,0.00513,0.0362,0.929,131.41,187027,4,32.69069,11,1960s,happy
Girl Watcher,The O'Kaysions,spotify:track:1hW5sYd3UdKW3cYvXjgRWj,0.657,0.553,9,-9.017,1,0.0434,0.761,9.01e-05,0.23,0.884,92.753,156507,4,38.47893,8,1960s,happy
A Volta Do Baião,Marinês E Sua Gente,spotify:track:3dRvvFSJW014h2t0wWV5P6,0.608,0.663,9,-8.634,0,0.0385,0.521,0.0,0.113,0.876,105.027,141693,4,57.4917,6,1960s,happy
I Only Have Eyes For You,The Lettermen,spotify:track:0PrXe1sVQoYMeP70ZjEyP1,0.455,0.274,4,-14.806,1,0.0266,0.708,0.00454,0.121,0.328,90.834,153733,4,38.31476,6,1960s,happy
Exclusive Blend,Keith Mansfield,spotify:track:64ZdWos9KcvgKOK9dCirVI,0.599,0.77,5,-8.279,0,0.0289,0.00131,0.829,0.172,0.723,114.441,204893,4,44.24957,9,1960s,happy
Valse Lente,Elmer Bernstein,spotify:track:3FOFp2pkovZU43IcBOwigA,0.0884,0.0168,0,-33.607,1,0.0455,0.871,0.0395,0.0832,0.0876,77.761,188007,4,28.16361,11,1960s,sad
I'm Gonna Hold On Long As I Can,The Marvelettes,spotify:track:3D1zvyu1WaLFaOdqF98sKs,0.763,0.628,7,-7.932,1,0.0351,0.014,0.00177,0.452,0.474,112.705,148067,4,39.6841,7,1960s,happy
Do the Reggae,The Tennors,spotify:track:2YvHIihSylymiTzu2Aq7xZ,0.734,0.687,8,-12.082,1,0.0637,0.565,0.0242,0.115,0.934,80.442,158360,4,35.51508,7,1960s,happy
You Met Your Match,Stevie Wonder,spotify:track:0dMENikF2KCGHCIKt4Ljtd,0.715,0.587,11,-13.955,1,0.0495,0.118,2.5e-05,0.0707,0.943,109.743,158013,4,27.78135,9,1960s,happy
Whole Lotta Love,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,104.11047,11,1960s,surprise
I Don't Care (Just As Long As You Love Me),Buck Owens,spotify:track:1CIhm1lOEztiL32I4EOisf,0.603,0.57,8,-9.332,1,0.0302,0.504,3.21e-05,0.183,0.962,170.127,130467,4,27.25837,6,1960s,happy
"Run, Run, Run",The Gestures,spotify:track:6TO29gYhF5EHRvYPgit3EI,0.244,0.943,8,-3.711,0,0.108,0.127,0.0,0.126,0.727,167.553,139200,4,17.19201,9,1960s,angry
Devil Or Angel,Bobby Vee,spotify:track:5JL4jmmogEql62ljHdlYP6,0.389,0.266,5,-11.791,1,0.0346,0.9,0.0,0.11,0.615,102.833,141200,4,36.31972,8,1960s,sad
I've Got A Tiger By The Tail,Buck Owens,spotify:track:2WszqJ38iBNu18VfZBH2IO,0.616,0.58,4,-5.74,1,0.0331,0.445,3.17e-05,0.0893,0.959,96.552,133987,4,43.78612,5,1960s,happy
I'm Down To My Last Heartbreak,Wilson Pickett,spotify:track:0eWa22YmeI7G8crySg2E7D,0.37,0.655,7,-6.851,1,0.0413,0.255,0.0,0.119,0.454,108.032,155536,3,27.59789,8,1960s,happy
The Puppet Song,Frankie Avalon,spotify:track:6NwV7axZUpQkiM0fNQSO8U,0.474,0.405,7,-6.492,1,0.0309,0.783,1.92e-05,0.154,0.575,182.662,134947,4,32.54587,9,1960s,fear
Estaçao Da Luz,Nelson Gonçalves,spotify:track:127QF5S4KHzcYSuSxiVBOK,0.571,0.425,2,-8.699,0,0.0449,0.919,0.0,0.238,0.743,119.225,153293,4,55.51519,7,1960s,happy
Secret Agent Man,The Ventures,spotify:track:5Uci1t39DsLmb8TjzdPdHI,0.586,0.84,4,-9.49,0,0.0282,0.213,0.748,0.703,0.963,88.732,124867,4,31.0703,5,1960s,happy
Due Torri,Mal Waldron,spotify:track:0dMrq8Mo56ktkNzVGGbYht,0.541,0.389,5,-5.021,0,0.0421,0.979,0.926,0.128,0.228,170.387,314925,5,67.48941,13,1960s,sad
17 Léguas e Meia,Gilberto Gil,spotify:track:6LZLwhBGL2b6pVVxPGVsUj,0.487,0.67,2,-10.971,1,0.0859,0.506,0.000356,0.13,0.727,102.015,255360,4,62.81002,11,1960s,happy
Von Apfelblüten einen Kranz,Vienna State Opera Orchestra,spotify:track:3ve6I78CqzaS6Ij1HEv19j,0.221,0.247,5,-13.955,1,0.0356,0.787,0.0121,0.3,0.0593,76.198,80240,3,28.44717,4,1960s,sad
Wednesday Night Prayer Meeting - Alternative Take,Charles Mingus,spotify:track:39gnnt9J3mKwaKboHCEJI8,0.434,0.456,5,-12.454,0,0.0666,0.677,0.0149,0.1,0.507,127.403,338640,3,34.32397,16,1960s,sad
Amen,The Impressions,spotify:track:3hDpZwNGmrnREv7mp5BPAn,0.598,0.579,5,-6.687,1,0.0326,0.153,1.02e-05,0.295,0.539,118.357,211733,4,58.73748,7,1960s,happy
Donde Vas,Tito Puente,spotify:track:7DV8lCLuqNr8Ing0z2B5LS,0.58,0.695,7,-6.533,1,0.0297,0.702,1.9e-06,0.0731,0.971,116.558,156923,4,24.56702,8,1960s,happy
Crystal Blue Persuasion (45 Version),Tommy James & The Shondells,spotify:track:6NWD6siQErobvmydHcmhCw,0.63,0.292,9,-13.263,1,0.0389,0.243,7.37e-05,0.484,0.765,99.348,229197,4,22.19671,12,1960s,happy
Rigoletto [Act I]: Prelude (orchestra),Giuseppe Verdi,spotify:track:3znKYreAIrlcf2TSq5FXi9,0.11,0.0272,0,-16.783,1,0.0361,0.959,0.959,0.0601,0.036,71.431,160573,3,35.75593,10,1960s,sad
Les cactus,Jacques Dutronc,spotify:track:0pguOAKeqfnqc52V8slmnN,0.56,0.812,4,-6.711,1,0.0411,0.0223,0.00153,0.0224,0.919,123.934,162440,4,34.13503,7,1960s,happy
Pandora's Golden Heebie Jeebies,The Association,spotify:track:2E83gwa3sVF1MgjFSf9nx6,0.49,0.547,3,-11.637,1,0.0359,0.349,0.0,0.321,0.383,132.162,171133,4,31.11037,8,1960s,happy
Capsule In Space,John Barry Orchestra,spotify:track:38GFr37wfm4Aj4hp7xtLOE,0.141,0.289,5,-14.477,0,0.0363,0.965,0.94,0.117,0.0387,148.141,165533,3,23.36685,8,1960s,sad
Els Contrabandistes,Traditional,spotify:track:7kEMhIoEUWiJ2GncRWzyrq,0.386,0.304,1,-17.345,1,0.0461,0.937,0.0501,0.212,0.408,99.481,138800,4,26.65748,6,1960s,happy
Try to Remember - Live,Harry Belafonte,spotify:track:3oka2GYP9x4x3RkftpkeVc,0.275,0.163,6,-22.54,1,0.0396,0.74,0.00891,0.867,0.226,90.103,235231,4,31.50471,7,1960s,sad
Kentucky Woman,Deep Purple,spotify:track:4KncOqIAEYnAM90go8Ielw,0.338,0.39,5,-10.568,1,0.0346,0.0343,0.00207,0.297,0.304,170.778,284533,4,30.1103,12,1960s,happy
Sarvalokaathipa,Jolly Abraham,spotify:track:1NVgQwQ1gzV2y6tQTegi2N,0.678,0.551,2,-7.472,1,0.0345,0.395,0.0976,0.106,0.818,99.473,303653,4,29.92134,13,1960s,happy
Sweet Dreams,Tommy McLain,spotify:track:6K0LVSEiy6aEfnefHWVmnk,0.478,0.32,7,-8.987,1,0.0246,0.92,0.00492,0.11,0.404,96.15,203600,3,33.23012,11,1960s,happy
L'eclisse 3,Giovanni Fusco,spotify:track:7Lg2xOBqvZCKnSihNq8CUb,0.271,0.037,1,-24.788,1,0.0405,0.917,0.0398,0.212,0.0751,111.988,66280,5,34.68724,4,1960s,sad
Love Letters,Elvis Presley,spotify:track:1DGFY32byCpsiTSTAQI3RW,0.467,0.111,5,-19.621,1,0.0427,0.833,0.0203,0.107,0.149,116.083,170800,3,26.93259,10,1960s,sad
The Honey Wind Blows,Harry Belafonte,spotify:track:6MrpybRI9igRfZkqpKGhYz,0.28,0.211,2,-15.153,1,0.0298,0.881,0.00101,0.0978,0.295,88.815,222960,4,61.97309,11,1960s,sad
My Boy Lollipop,Millie Small,spotify:track:4yb9nJL8YatoQbz6YPB3hl,0.693,0.441,2,-13.275,1,0.0567,0.169,0.000102,0.153,0.963,132.529,120373,4,46.659,6,1960s,happy
Il triello,Ennio Morricone,spotify:track:1o7gFtW4DNHdeauqMfgMif,0.246,0.407,2,-10.291,0,0.0323,0.594,0.704,0.158,0.145,96.779,434167,4,52.06526,19,1960s,sad
Showgirl Walk,Elmer Bernstein,spotify:track:7sKaW69hycAEFK51YYbrWS,0.389,0.632,0,-9.309,0,0.059,0.134,0.000847,0.0932,0.551,116.811,133133,3,54.64125,6,1960s,sad
I'm So Proud,The Impressions,spotify:track:3bq9YHKExHdNzMCublodNs,0.608,0.121,11,-17.321,1,0.0359,0.966,0.466,0.0746,0.288,86.704,171507,3,28.3849,8,1960s,sad
Dear Lady Twist,Gary U.S. Bonds,spotify:track:248Jb9TGzk3Rk0OaNtUGol,0.524,0.892,9,-7.214,0,0.235,0.62,0.0,0.818,0.936,138.964,152533,4,23.49918,11,1960s,happy
Heart And Soul,Jan & Dean,spotify:track:5OtJxpKGhfZMPi6T2vEhjo,0.564,0.371,4,-16.88,1,0.0354,0.245,0.0958,0.0902,0.928,124.741,128800,4,22.58132,8,1960s,happy
Hush,Deep Purple,spotify:track:4aU82r5G2KTUh3HmPHCbM1,0.577,0.664,10,-9.153,1,0.0461,0.00533,0.111,0.142,0.164,108.442,264973,4,38.52759,11,1960s,fear
Lovin' Place,Gale Garnett,spotify:track:5PRBOsNq3rc59vgLnX217G,0.577,0.526,9,-8.908,1,0.0316,0.814,0.0,0.111,0.624,116.294,174813,4,22.90399,10,1960s,happy
She Says Good Morning,The Pretty Things,spotify:track:0VSSohSpsONeT5Kl4jVrwj,0.39,0.548,7,-10.197,1,0.037,0.0443,0.0047,0.146,0.419,173.465,203507,4,22.5314,11,1960s,surprise
Machination,François de Roubaix,spotify:track:261xbrzHD1mNwMcVf8q8QJ,0.254,0.178,4,-14.81,0,0.0313,0.866,0.93,0.133,0.0952,90.296,143960,3,67.49614,6,1960s,sad
Viramundo,Gilberto Gil,spotify:track:2HytdKBT8xEHkGL7HWN6up,0.723,0.565,4,-10.743,1,0.0337,0.275,0.0,0.0631,0.964,103.359,138200,4,38.31245,9,1960s,happy
"O Come, All Ye Faithful (Adeste Fideles)",Traditional,spotify:track:5g8DtxSyUm39XujeovLZGD,0.264,0.141,7,-16.18,1,0.0349,0.983,4.71e-05,0.438,0.132,95.29,131867,4,37.19462,7,1960s,sad
Candide: Overture,Leonard Bernstein,spotify:track:47r7pm0fWKmneTjjbVKlCW,0.243,0.414,3,-16.299,1,0.0491,0.865,0.658,0.334,0.415,81.993,250200,4,87.50752,11,1960s,happy
It's The Little Things,Sonny & Cher,spotify:track:3C5N3TKP8BjJaRS8h2Fo3V,0.491,0.626,0,-8.511,1,0.0378,0.164,0.0,0.079,0.627,130.105,186067,4,46.16569,11,1960s,happy
The Bird's The Word,The Rivingtons,spotify:track:4niy5jbEb70771kN6GitE6,0.607,0.61,8,-14.915,1,0.057,0.047,0.00041,0.0949,0.947,159.778,132293,4,82.93071,5,1960s,happy
Make The Music Play,Dionne Warwick,spotify:track:4wOWllS10yGDfG9UvJL6Vs,0.557,0.117,0,-16.979,1,0.0322,0.701,0.0,0.172,0.586,92.895,143320,4,37.33045,8,1960s,happy
Chant des cavaliers Francs,André Hossein,spotify:track:5Qjnv3CCQH8jg3BhDve5fq,0.131,0.125,5,-19.492,0,0.0471,0.961,0.0805,0.105,0.294,203.567,117174,3,0.0,0,1960s,sad
Battle Theme,Jerry Goldsmith,spotify:track:4fQo6B6mGda59TNk2S4OwO,0.432,0.497,10,-13.066,1,0.0469,0.8,0.939,0.385,0.303,119.668,153200,4,34.14336,8,1960s,happy
Wonderful World,Herman's Hermits,spotify:track:43LT5KZkhHbSqOjOUeQbh6,0.71,0.722,0,-7.659,1,0.053,0.21,1.26e-05,0.297,0.964,141.877,121706,4,91.13673,4,1960s,happy
Ho Chiuso Le Finestre,Jerry Adriani,spotify:track:38IYKZBfM0Jj0o8eEflP4k,0.247,0.335,6,-5.752,0,0.0311,0.728,0.0,0.234,0.353,154.712,131427,4,77.78781,4,1960s,sad
I Am The Walrus,The Beatles,spotify:track:6Pq9MmkDQYZiiCDpxnvrf6,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867,4,22.63993,12,1960s,happy
Anasazi Noodle,Silver Apples,spotify:track:4LIJnP8oHjkhqmCaRy9qYv,0.463,0.568,7,-13.214,1,0.0363,0.0505,0.917,0.131,0.401,118.719,199973,4,69.06029,9,1960s,happy
Arranjuez Mon Amour / Esta Tarde Vi Chover,Peter Thomas,spotify:track:4sQxqg1gtVeK6JP952J52y,0.472,0.461,4,-13.164,0,0.037,0.185,0.827,0.0747,0.443,86.198,237579,4,23.35359,11,1960s,sad
Unchained Melody,The Righteous Brothers,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,0.361,0.219,0,-16.553,1,0.0285,0.563,0.0,0.558,0.26,98.532,216267,3,51.3972,11,1960s,sad
"The Good, The Bad And The Ugly - Main Title",Ennio Morricone,spotify:track:1JSIWsJfxOji0FrxFcxdCK,0.304,0.657,0,-13.567,1,0.0824,0.787,0.954,0.113,0.102,120.338,162133,4,21.97006,11,1960s,sad
For a Few Dollars More: Slim Murdered,Ennio Morricone,spotify:track:4bhDuvGZoJn3BO3b0v2tHO,0.156,0.0646,4,-23.13,1,0.0395,0.0145,0.843,0.151,0.0484,67.363,76200,4,22.38622,3,1960s,sad
"Good, Good Lovin'",Chubby Checker,spotify:track:74a9dgVrUnZfZewMWgs5xi,0.568,0.813,5,-6.098,1,0.154,0.574,5.73e-05,0.054,0.94,152.591,144360,4,39.3108,7,1960s,happy
In Time,Steve Lawrence,spotify:track:3woGPx9i3RByafS2lWKGVP,0.404,0.282,9,-11.159,0,0.0292,0.855,0.0,0.405,0.366,88.761,158800,4,29.63402,8,1960s,sad
Like A Baby,Len Barry,spotify:track:3unSsfih6sEp103NgfYPke,0.712,0.369,0,-15.033,1,0.0471,0.436,0.0,0.268,0.758,123.781,180107,4,34.42165,8,1960s,happy
True Love Never Runs Smooth,Gene Pitney,spotify:track:6D06zb501VBESteKxkWvIg,0.471,0.509,7,-8.232,1,0.0331,0.678,0.0,0.777,0.508,108.83,148520,3,23.09637,10,1960s,happy
We Have Love,Dinah Washington,spotify:track:70YloubK86R8XZ7XVQOuXF,0.656,0.312,7,-12.548,1,0.26,0.513,0.0,0.099,0.938,72.517,148840,4,24.92527,7,1960s,happy
Ala Triste,Miguelito Valdes,spotify:track:20xhgkpbxQu9rM6BJ9W7wa,0.317,0.383,2,-8.702,1,0.0347,0.858,3.94e-05,0.134,0.624,173.702,190139,4,35.3512,7,1960s,fear
Le temps des oeufs au plat,Joe Dassin,spotify:track:6qZXpFwIr1wekJCBX4YpJs,0.648,0.776,2,-7.508,1,0.0393,0.462,0.000112,0.0283,0.954,96.232,171240,4,26.72692,10,1960s,happy
Ahir (Diguem No) - En Directe,Raimon,spotify:track:0ts2BIQZtaT5RGz2UuofeD,0.423,0.298,0,-16.344,1,0.0802,0.908,1.11e-05,0.667,0.861,67.156,154942,4,53.01106,5,1960s,happy
Turkish Bath,The Don Ellis Orchestra,spotify:track:6QOBAqYBpKTc02biPxGEDy,0.514,0.561,8,-10.324,1,0.0586,0.39,0.00033,0.0491,0.576,136.97,628600,1,17.8801,29,1960s,happy
Lua-Lua-He (Chor der Wiesenpieper),Amon Düül,spotify:track:4y4suHwN9JsEjCrNV3SYs2,0.483,0.0318,8,-21.871,1,0.128,0.636,0.0418,0.114,0.194,168.558,379773,5,104.65767,4,1960s,sad
Boom Boom Maattukkaaran,P. Susheela,spotify:track:40h66amSy7hJd9OmohZHXp,0.379,0.777,2,-13.034,1,0.263,0.87,0.0913,0.638,0.852,65.523,223013,4,57.50905,11,1960s,happy
La Mentira (The Lie),Gerald Wilson Orchestra,spotify:track:3KcJYWaBtESQmjW8SmT9eE,0.368,0.411,1,-14.653,1,0.0367,0.862,0.972,0.132,0.464,107.981,127067,4,41.28752,7,1960s,happy
"Madama Butterfly, Act II: Che vuol da me? (Butterfly, Suzuki, Sharpless, Kate)",Giacomo Puccini,spotify:track:7CXfdxWz0smLpvT1PDKi8C,0.316,0.0463,6,-21.91,1,0.0473,0.96,4.25e-05,0.139,0.0373,113.035,323040,3,25.85034,16,1960s,sad
Think,Aretha Franklin,spotify:track:7LDxpvpUCy0zbWzKotIrLR,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,138720,4,23.1697,7,1960s,happy
A Wonderful Dream,The Majors,spotify:track:7phNHUv2ElaycVYwGvXD78,0.532,0.829,5,-7.555,1,0.122,0.501,0.0,0.148,0.94,88.847,124000,4,33.22614,6,1960s,happy
Alle Terme,Gino Marinuzzi,spotify:track:36vXulZBj8CdHDDRuJDqrE,0.208,0.297,2,-13.47,1,0.0423,0.968,0.768,0.0638,0.0791,106.166,79427,4,22.48183,5,1960s,sad
The Popeye Waddle,Don Covay,spotify:track:1Tz6nZQahJrax0bZCh9MCh,0.629,0.699,8,-7.346,1,0.0718,0.219,0.00111,0.0319,0.793,75.049,148400,4,52.16832,7,1960s,happy
Yearnin',Oliver Nelson,spotify:track:1ZJvXCn15oeT13tlKvyB4j,0.597,0.267,0,-11.63,1,0.0397,0.923,0.9,0.135,0.443,106.268,383400,4,80.5387,16,1960s,happy
Olimpia's Theme - Bossa Nova,Francis Lai,spotify:track:2wUPHWMF2PLI9V9o5CbfdH,0.534,0.346,10,-14.692,0,0.0291,0.817,0.859,0.182,0.622,144.584,222769,4,26.62968,13,1960s,sad
The Edge Of Wonder,Silver Apples,spotify:track:6M7vk9uToHdF1iyoKXbLZG,0.615,0.311,7,-21.045,1,0.042,0.923,0.563,0.0817,0.419,120.0,238051,4,39.54354,12,1960s,happy
Blow The Man Down,Traditional,spotify:track:32OqbpIykU2RVpARPIEnN2,0.306,0.526,9,-9.508,1,0.0463,0.965,0.0859,0.588,0.36,187.437,203467,3,35.40038,10,1960s,fear
Shorter Poems: Four for Sir John Davies,Theodore Roethke,spotify:track:5TEkzy6n69NfamzBOadQdc,0.705,0.0522,11,-21.55,1,0.485,0.983,9.56e-06,0.141,0.439,106.995,357840,4,22.37566,21,1960s,happy
We Will Fall,The Stooges,spotify:track:3oLQBfQ72rvum90BXxPshy,0.192,0.266,5,-16.989,1,0.0307,0.027,0.00354,0.112,0.0327,109.085,618427,4,39.80888,22,1960s,sad
"Madama Butterfly, Act II: Addio, fiorito asil (Pinkerton, Sharpless)",Giacomo Puccini,spotify:track:5TrgZLSsbjAXX6LZ2YfmJq,0.238,0.304,1,-12.51,1,0.0354,0.97,0.0022,0.668,0.177,66.284,113600,5,30.21217,6,1960s,sad
Do The Bird,Dee Dee Sharp,spotify:track:1BSiYIjfWrSKiCnxJu2RwG,0.641,0.673,2,-5.42,1,0.0407,0.215,0.0,0.0469,0.929,79.224,132880,4,43.95689,5,1960s,happy
The B.B. Jones,B.B. King,spotify:track:3rvW6SvKMLUAVHFtoIH6gH,0.862,0.554,2,-8.142,1,0.0825,0.454,0.0,0.0267,0.764,116.808,145240,3,32.82765,6,1960s,happy
"Baby, Do The Philly Dog",The Olympics,spotify:track:03vxPxwlOOa50NAbb2zGmK,0.645,0.704,3,-6.567,1,0.0321,0.134,1.78e-06,0.0913,0.908,74.845,140071,4,56.11622,8,1960s,happy
Dance On Little Girl,Paul Anka,spotify:track:7hicCfvTRlRjkrHYim5Gp4,0.584,0.489,8,-10.49,1,0.03,0.427,0.0,0.156,0.896,132.891,113107,4,66.35997,5,1960s,happy
I Can't Turn You Loose,The Chambers Brothers,spotify:track:5RpQznMujAZ1wgnexKFlWW,0.494,0.806,0,-10.14,1,0.0489,0.00504,0.0,0.407,0.926,138.689,294533,4,33.08483,13,1960s,happy
It Was A Very Good Year,Frank Sinatra,spotify:track:2ID3rNM3hFBjqrLcV0Wr0y,0.215,0.142,7,-15.395,0,0.0325,0.862,0.0,0.113,0.126,79.605,267240,4,55.02584,15,1960s,sad
Long Lonely Nights,Bobby Vinton,spotify:track:5uDYQi3C4MCh3BxLv4Tthr,0.295,0.365,0,-8.91,1,0.0296,0.836,0.0,0.0699,0.268,77.951,148760,4,61.72547,7,1960s,sad
Ricardo,Gerald Wilson Orchestra,spotify:track:2nWy3lu98OcyD8MJrB4z5W,0.316,0.342,0,-12.528,1,0.0567,0.456,0.00285,0.0909,0.369,175.776,267347,3,31.94404,12,1960s,happy
The Inch Worm,John Coltrane Quartet,spotify:track:0ktF9RqAYEPb8Zd9lEkZCP,0.34,0.437,0,-10.745,0,0.035,0.444,0.0,0.0983,0.652,170.477,374307,3,23.7208,20,1960s,surprise
