name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
Raven Claws,Moonspell,0CfSre4eNXvvmPJxRtrCt3,"doom_metal, gothic_metal",Metal,1996,222200,0.535,0.941,-6.043,0.0491,0.00535,0.0068,0.194,0.418,134.357,https://open.spotify.com/track/0CfSre4eNXvvmPJxRtrCt3
Forever After,Paradise Lost,0NlMpLQYhKmsXs6RKpnYFx,"doom_metal, gothic_metal, gothic",unknown,2005,227093,0.523,0.877,-5.927,0.0353,9.37e-06,0.753,0.298,0.467,129.999,https://open.spotify.com/track/0NlMpLQYhKmsXs6RKpnYFx
Cypress Grove,Clutch,0E4vpRI3WpYxs8G9JJ9w3m,"hard_rock, doom_metal",unknown,2016,357436,0.35,0.954,-6.909,0.114,0.0072,0.267,0.965,0.416,108.415,https://open.spotify.com/track/0E4vpRI3WpYxs8G9JJ9w3m
Once Solemn,Paradise Lost,0dKYMxSZiXZFhumnwe0zUx,"doom_metal, gothic_metal, gothic",Metal,2012,183866,0.449,0.95,-5.86,0.0585,9.33e-05,0.000114,0.331,0.517,167.554,https://open.spotify.com/track/0dKYMxSZiXZFhumnwe0zUx
25th Floor,Tiamat,1RM1uU2y82yczboqhi7F8Q,"instrumental, doom_metal, gothic_metal, swedish",Rock,1995,62333,0.211,0.702,-11.154,0.0482,0.422,0.876,0.511,0.181,85.942,https://open.spotify.com/track/1RM1uU2y82yczboqhi7F8Q
Under the Oak,Candlemass,00h6rcHEdjfUiAwQfMGYCB,doom_metal,unknown,1990,414413,0.202,0.814,-4.294,0.0572,0.00042,0.0016,0.103,0.162,122.169,https://open.spotify.com/track/00h6rcHEdjfUiAwQfMGYCB
Winter's Wolves,The Sword,01pwalLc5SBkAKPsIDcC4o,doom_metal,Metal,2006,276626,0.24,0.853,-5.574,0.0572,0.000605,0.123,0.231,0.293,144.94,https://open.spotify.com/track/01pwalLc5SBkAKPsIDcC4o
Dunwich,Electric Wizard,1qGeT48i2reLbuxElWKISd,doom_metal,Metal,2007,334053,0.0899,0.87,-6.966,0.0466,0.0175,0.932,0.111,0.244,179.302,https://open.spotify.com/track/1qGeT48i2reLbuxElWKISd
Praise Lamented Shade,Paradise Lost,0DXrJtjmoXYnzbPeEB3rqB,"doom_metal, gothic_metal",Metal,2007,242600,0.276,0.814,-6.636,0.0445,7.03e-05,0.229,0.173,0.372,108.078,https://open.spotify.com/track/0DXrJtjmoXYnzbPeEB3rqB
Aoede,Theatre of Tragedy,1eiEnYN9Wh1n5zvLsqyAZb,"doom_metal, gothic_metal, gothic",unknown,1998,370866,0.639,0.592,-8.06,0.0338,0.00202,0.656,0.107,0.732,132.086,https://open.spotify.com/track/1eiEnYN9Wh1n5zvLsqyAZb
Witchcult Today,Electric Wizard,1scuEFopyP1tj8SAANUGVS,doom_metal,Metal,2007,476253,0.165,0.65,-8.352,0.0388,0.296,0.975,0.115,0.101,104.984,https://open.spotify.com/track/1scuEFopyP1tj8SAANUGVS
Do You Dream Of Me?,Tiamat,2c1TOZWYnv01nsltlFBX04,"doom_metal, gothic_metal, gothic, swedish",unknown,1994,306813,0.69,0.283,-11.454,0.0304,0.847,0.095,0.17,0.33,107.981,https://open.spotify.com/track/2c1TOZWYnv01nsltlFBX04
Embers Fire,Paradise Lost,0earXryzjjwgUfIhTWW8Pg,"doom_metal, gothic_metal",Metal,1998,286066,0.118,0.786,-6.651,0.0374,0.00139,0.0189,0.104,0.232,86.038,https://open.spotify.com/track/0earXryzjjwgUfIhTWW8Pg
How Heavy This Axe,The Sword,0pHKKcMcbOdIduiN0zWGfV,"heavy_metal, doom_metal",unknown,2008,185786,0.362,0.937,-3.423,0.0462,0.0765,0.0984,0.0809,0.428,94.019,https://open.spotify.com/track/0pHKKcMcbOdIduiN0zWGfV
I Love You All,Ozzy Osbourne,1qHqlhfTdcqt1vMgkFvPri,"hard_rock, heavy_metal, doom_metal",Rock,1983,62626,0.109,0.441,-6.888,0.0402,0.629,0.00975,0.119,0.143,206.592,https://open.spotify.com/track/1qHqlhfTdcqt1vMgkFvPri
Letters From Earth,Black Sabbath,03ME0Y2XPp43E6M2EQ7mOv,"heavy_metal, doom_metal",unknown,1992,257133,0.424,0.864,-7.514,0.0427,0.00284,0.00402,0.0469,0.503,121.694,https://open.spotify.com/track/03ME0Y2XPp43E6M2EQ7mOv
The Dreadful Hours,My Dying Bride,2Ni8wfslfbrxKPRMZwzpBs,"doom_metal, gothic_metal",unknown,2008,447760,0.238,0.779,-8.59,0.068,0.00299,0.266,0.977,0.172,108.51,https://open.spotify.com/track/2Ni8wfslfbrxKPRMZwzpBs
Counterfeit God,Black Label Society,24JRnRh2G2dDutzbGpuUMt,"metal, heavy_metal, doom_metal",Metal,2000,260453,0.468,0.95,-4.887,0.0663,3.64e-05,3.58e-05,0.774,0.372,119.157,https://open.spotify.com/track/24JRnRh2G2dDutzbGpuUMt
Ash & Debris,Paradise Lost,1aoxRrnhjNTIMT4MHOxdM7,"doom_metal, gothic_metal, gothic",Metal,2007,256266,0.414,0.895,-5.145,0.0365,3.36e-06,0.792,0.173,0.27,136.304,https://open.spotify.com/track/1aoxRrnhjNTIMT4MHOxdM7
Your River,My Dying Bride,0S6CmPU3WxlQ0HOIjZ9JSY,"doom_metal, gothic_metal",Metal,2003,563640,0.296,0.508,-8.587,0.0381,0.0113,0.0559,0.0537,0.177,101.461,https://open.spotify.com/track/0S6CmPU3WxlQ0HOIjZ9JSY
Going Blind,Melvins,0VCmRUPxhoblakVRj8dGYv,"rock, doom_metal, grunge, cover",Rock,2006,274800,0.406,0.831,-6.143,0.0463,0.000112,0.0528,0.151,0.339,115.975,https://open.spotify.com/track/0VCmRUPxhoblakVRj8dGYv
Todd's Ship Gods (Above All Things),Type O Negative,0FmYI543bxCeoPuPnjkmTr,"doom_metal, gothic_metal",unknown,2003,250533,0.42,0.944,-7.461,0.0761,0.153,0.117,0.201,0.364,101.469,https://open.spotify.com/track/0FmYI543bxCeoPuPnjkmTr
Stonehenge,Black Sabbath,00tM0ywnR64x43tu3Mgo4a,"heavy_metal, doom_metal",unknown,1983,118173,0.241,0.188,-26.334,0.0396,0.902,0.89,0.104,0.0826,71.478,https://open.spotify.com/track/00tM0ywnR64x43tu3Mgo4a
Catherine Blake,My Dying Bride,21F0ckEvxAqvcw90AedQM2,"doom_metal, gothic_metal",Metal,2004,392026,0.287,0.784,-7.61,0.0508,0.000632,0.00054,0.0923,0.105,124.026,https://open.spotify.com/track/21F0ckEvxAqvcw90AedQM2
At the Gallows End,Candlemass,07CpQf5djOUyP79dCaKFYj,doom_metal,unknown,1990,336146,0.151,0.862,-5.561,0.0565,0.00104,0.00498,0.392,0.324,86.268,https://open.spotify.com/track/07CpQf5djOUyP79dCaKFYj
She Is the Dark,My Dying Bride,01XVzNw1PH9GiN2IsPp9UX,"doom_metal, gothic_metal",unknown,2008,479293,0.165,0.922,-6.629,0.0764,2.25e-05,0.0771,0.645,0.11,101.342,https://open.spotify.com/track/01XVzNw1PH9GiN2IsPp9UX
Etna,Sunn O))) & Boris,0quZ2XSDN9oVToHIJKSbeW,"experimental, doom_metal, dark_ambient, avant_garde",unknown,2006,590960,0.164,0.411,-7.967,0.0344,0.00069,0.759,0.0989,0.0338,81.507,https://open.spotify.com/track/0quZ2XSDN9oVToHIJKSbeW
Sear Me MCMXCIII,My Dying Bride,06id9xwHZWv9boAjLb391W,"doom_metal, gothic_metal",Metal,2013,443506,0.615,0.418,-12.062,0.0388,0.727,0.897,0.0469,0.145,120.03,https://open.spotify.com/track/06id9xwHZWv9boAjLb391W
To Remain Tombless,My Dying Bride,1jSq8YFnrjDqW5hXfPR7iH,"doom_metal, gothic_metal",Metal,2006,368960,0.314,0.962,-7.499,0.0913,6.01e-05,0.631,0.231,0.239,110.622,https://open.spotify.com/track/1jSq8YFnrjDqW5hXfPR7iH
Poppæa,Theatre of Tragedy,0PcHxQLbiLHdDFcZIetyCW,"doom_metal, gothic_metal",unknown,2001,316960,0.455,0.901,-3.345,0.0377,0.000281,0.0273,0.967,0.221,132.158,https://open.spotify.com/track/0PcHxQLbiLHdDFcZIetyCW
The Chosen Few,Electric Wizard,4Ge9Fc79q7Bx0ViteiKzTh,doom_metal,Metal,2007,500466,0.218,0.693,-11.248,0.0413,0.0186,0.795,0.0994,0.188,123.513,https://open.spotify.com/track/4Ge9Fc79q7Bx0ViteiKzTh
Sonic Titan,Sleep,2r96d3NHOdSGabfzwefeZ8,"doom_metal, psychedelic_rock",Rock,2018,746533,0.192,0.735,-8.816,0.0442,0.00112,0.787,0.221,0.348,111.174,https://open.spotify.com/track/2r96d3NHOdSGabfzwefeZ8
True Belief,Paradise Lost,07BhxoRgDcDzj66reiTmY6,"doom_metal, gothic_metal",Metal,1993,270066,0.318,0.819,-10.319,0.0565,0.00122,0.001,0.2,0.288,116.04,https://open.spotify.com/track/07BhxoRgDcDzj66reiTmY6
Orchard,Windhand,3bZG5LMoqBiXDwSSi2p2VN,"metal, doom_metal",unknown,2013,397546,0.158,0.83,-6.228,0.0572,0.000715,0.898,0.177,0.132,134.445,https://open.spotify.com/track/3bZG5LMoqBiXDwSSi2p2VN
Leaving Eden,Antimatter,1UdrRDj1Cjhuhw06nJycYl,"progressive_rock, doom_metal",Rock,2007,343853,0.443,0.504,-7.348,0.0308,0.21,0.263,0.187,0.0855,109.034,https://open.spotify.com/track/1UdrRDj1Cjhuhw06nJycYl
Atom And Evil,Heaven & Hell,0XpZAAs0gUwh0FdVGvE5Pm,"heavy_metal, doom_metal",unknown,2009,315160,0.426,0.781,-5.9,0.0382,0.00219,6.18e-05,0.231,0.217,119.973,https://open.spotify.com/track/0XpZAAs0gUwh0FdVGvE5Pm
Sins Of The Father,Black Sabbath,0bA576ZxECZ9GZ1d5ArUnl,"heavy_metal, doom_metal",unknown,1992,286706,0.269,0.9,-8.017,0.0614,0.000454,0.00934,0.0686,0.319,137.304,https://open.spotify.com/track/0bA576ZxECZ9GZ1d5ArUnl
As I Die,Paradise Lost,1699oMovOM7FAHhnfEskmT,"doom_metal, gothic_metal",Metal,1992,226440,0.359,0.867,-9.805,0.0472,0.0159,0.548,0.0645,0.358,109.832,https://open.spotify.com/track/1699oMovOM7FAHhnfEskmT
Divided,Tiamat,2LfiNXywhdjQC0QtaHTSmp,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,2004,319893,0.506,0.439,-8.736,0.0297,0.0285,0.208,0.0939,0.12,136.064,https://open.spotify.com/track/2LfiNXywhdjQC0QtaHTSmp
Thy Raven Wings,My Dying Bride,0mEq2aatvPk0GIIJNNB23s,"doom_metal, gothic_metal",Metal,2006,321440,0.213,0.722,-6.745,0.0307,3.59e-05,0.0067,0.11,0.276,105.323,https://open.spotify.com/track/0mEq2aatvPk0GIIJNNB23s
No Celebration,Paradise Lost,0Kmrp8enauTnRYRvuPYfe1,"doom_metal, gothic_metal",Rock,2002,228413,0.341,0.819,-7.522,0.0534,5.18e-05,0.179,0.143,0.232,174.223,https://open.spotify.com/track/0Kmrp8enauTnRYRvuPYfe1
Greenthumb,Bongzilla,1RZahRrClZREl9d2xtGnUf,doom_metal,Metal,2002,247013,0.23,0.95,-6.288,0.0657,0.000173,0.811,0.108,0.302,132.238,https://open.spotify.com/track/1RZahRrClZREl9d2xtGnUf
Flight Of The Eagle,Om,3EeOym8bScEYgp5LeyJ4Rr,"psychedelic, doom_metal, psychedelic_rock",Rock,2006,1047306,0.279,0.691,-7.979,0.0325,0.000796,0.691,0.113,0.176,111.167,https://open.spotify.com/track/3EeOym8bScEYgp5LeyJ4Rr
Death Is This Communion,High on Fire,1WZaJ9buq2dFvbM3NAI4pN,"metal, doom_metal",Metal,2007,514586,0.359,0.887,-5.718,0.0348,1.13e-05,0.43,0.1,0.241,125.466,https://open.spotify.com/track/1WZaJ9buq2dFvbM3NAI4pN
The Dark,Black Sabbath,1hDqAUYWnMmJJRQJ5EYPMZ,"heavy_metal, doom_metal",unknown,1983,45200,0.241,0.183,-20.843,0.0648,0.885,0.857,0.627,0.106,133.776,https://open.spotify.com/track/1hDqAUYWnMmJJRQJ5EYPMZ
Wheels Of Confusion/The Straightener,Black Sabbath,4wkMbcxl87x6p8Bhrv1wKC,"heavy_metal, doom_metal",Metal,1972,467929,0.268,0.665,-11.24,0.0416,0.000412,1.25e-05,0.0744,0.532,117.73,https://open.spotify.com/track/4wkMbcxl87x6p8Bhrv1wKC
I See Your Face,Paradise Lost,06kwz4kM5yCErTQ5OgcA7d,"doom_metal, gothic_metal, gothic",unknown,2012,197066,0.527,0.883,-6.538,0.0356,0.000183,0.000824,0.187,0.594,121.601,https://open.spotify.com/track/06kwz4kM5yCErTQ5OgcA7d
Pain In The World,Danzig,0mzY6EjNxbRndhwHZqjQMa,"metal, hard_rock, heavy_metal, doom_metal",Metal,1990,352173,0.43,0.532,-11.562,0.0377,0.00209,0.606,0.0818,0.102,177.468,https://open.spotify.com/track/0mzY6EjNxbRndhwHZqjQMa
From Darkest Skies,My Dying Bride,0AzSwc8oExclINbU3KPK7W,"doom_metal, gothic_metal",Metal,2003,467866,0.134,0.522,-8.223,0.0371,9.58e-05,0.00015,0.0521,0.0992,97.639,https://open.spotify.com/track/0AzSwc8oExclINbU3KPK7W
Beneath Black Skies,Paradise Lost,0zmrjzk0E8autGeGnxRTir,"doom_metal, gothic_metal",Metal,2007,253546,0.395,0.896,-4.917,0.0364,6.49e-06,0.605,0.0743,0.388,133.611,https://open.spotify.com/track/0zmrjzk0E8autGeGnxRTir
Like Gods of the Sun,My Dying Bride,08akJXLACshffdRw0thnph,"doom_metal, gothic_metal",unknown,2008,321440,0.161,0.9,-6.436,0.0522,2.69e-06,0.664,0.966,0.351,104.932,https://open.spotify.com/track/08akJXLACshffdRw0thnph
Symbol Of Life,Paradise Lost,0NCXLJcmjvfyCtQeRSokJM,"doom_metal, gothic_metal, gothic",Metal,2002,236720,0.525,0.837,-7.348,0.0496,4.95e-05,0.267,0.171,0.189,120.044,https://open.spotify.com/track/0NCXLJcmjvfyCtQeRSokJM
The Scarlet Garden,My Dying Bride,07QfqKXGO4yXDKlXF12plK,"doom_metal, gothic_metal",Metal,2004,469933,0.249,0.713,-8.328,0.0361,0.000381,0.206,0.0741,0.249,168.743,https://open.spotify.com/track/07QfqKXGO4yXDKlXF12plK
And When He Falleth,Theatre of Tragedy,1duslGeh1qxfSPk0jdGuYd,"doom_metal, gothic_metal, gothic",Metal,2013,429386,0.652,0.827,-8.955,0.029,0.3,0.154,0.0997,0.341,114.991,https://open.spotify.com/track/1duslGeh1qxfSPk0jdGuYd
Follow the Tears,Heaven & Hell,0UIWiqzAXqqaZhY1YPmWTc,"heavy_metal, doom_metal",unknown,2010,371960,0.316,0.915,-5.436,0.0831,0.0024,0.00183,0.861,0.234,135.345,https://open.spotify.com/track/0UIWiqzAXqqaZhY1YPmWTc
The Well of Souls,Candlemass,0CnNZQpa76PeDR1dqlR01b,doom_metal,unknown,2007,445160,0.212,0.878,-7.673,0.102,0.000995,0.000786,0.221,0.256,122.56,https://open.spotify.com/track/0CnNZQpa76PeDR1dqlR01b
Torquemada '71,Electric Wizard,1ROWyfrMWDUXzgdF5C1AaX,doom_metal,Metal,2007,402266,0.22,0.71,-7.439,0.0436,0.175,0.225,0.126,0.231,129.107,https://open.spotify.com/track/1ROWyfrMWDUXzgdF5C1AaX
Turk,High on Fire,4EIOgpikXypLL3nTLs6ZrS,"metal, doom_metal",Metal,2007,303200,0.224,0.994,-5.215,0.0674,7.55e-05,0.00031,0.0807,0.185,152.845,https://open.spotify.com/track/4EIOgpikXypLL3nTLs6ZrS
Fallen Children,Paradise Lost,3Asj0jS18eN5auBDp2AeYA,"doom_metal, gothic_metal",Metal,2007,218120,0.493,0.873,-5.558,0.0326,4.56e-06,0.342,0.0953,0.374,123.042,https://open.spotify.com/track/3Asj0jS18eN5auBDp2AeYA
...A Distance There Is...,Theatre of Tragedy,0j1DCovCQN7fgfXFN59g5u,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,1995,531200,0.242,0.504,-10.473,0.0362,0.916,0.851,0.396,0.125,81.2,https://open.spotify.com/track/0j1DCovCQN7fgfXFN59g5u
Subversion,Moonspell,00jbhGOovsuCO2PhxOt8b8,"doom_metal, gothic_metal",unknown,1996,163973,0.467,0.531,-11.743,0.0416,0.00492,0.88,0.118,0.143,110.149,https://open.spotify.com/track/00jbhGOovsuCO2PhxOt8b8
Ruptured Heart Theory,Eyehategod,0m1wJydF3x9IpXYCEGMtC2,doom_metal,Metal,2000,213840,0.308,0.556,-10.055,0.039,0.00836,0.889,0.12,0.081,123.655,https://open.spotify.com/track/0m1wJydF3x9IpXYCEGMtC2
Raptus,Electric Wizard,0XOUPIB8vhKPFWe2uPwHq9,doom_metal,unknown,2007,133400,0.212,0.351,-14.012,0.0361,0.715,0.955,0.0421,0.0327,109.814,https://open.spotify.com/track/0XOUPIB8vhKPFWe2uPwHq9
Demons Gate,Candlemass,0iJWoIxxMSlWCT8LCuFBun,doom_metal,unknown,1986,542546,0.242,0.853,-7.979,0.088,0.000399,0.00253,0.216,0.276,129.896,https://open.spotify.com/track/0iJWoIxxMSlWCT8LCuFBun
Der Tanz der Schatten,Theatre of Tragedy,0Ml5X0TA5HCDisUx74fvYp,"doom_metal, gothic_metal, gothic, symphonic_metal",Metal,2011,341453,0.399,0.858,-7.235,0.0531,3.66e-05,0.201,0.773,0.204,132.075,https://open.spotify.com/track/0Ml5X0TA5HCDisUx74fvYp
Black Stone Wielder,Candlemass,1bNI7Km3IMOou84hYOKs0T,doom_metal,unknown,2007,456746,0.248,0.882,-4.638,0.066,1.34e-05,0.19,0.101,0.0942,93.851,https://open.spotify.com/track/1bNI7Km3IMOou84hYOKs0T
Headstones,Lake of Tears,3dRdiAJpq5pJ33uJIvKtAt,"doom_metal, gothic_metal, gothic, swedish",unknown,2004,316373,0.603,0.689,-7.299,0.0261,0.272,5.25e-05,0.146,0.192,83.102,https://open.spotify.com/track/3dRdiAJpq5pJ33uJIvKtAt
Mire Deep,Cult of Luna,01NTbPhVjXTVSn2a10nCOw,doom_metal,Metal,2008,310746,0.429,0.667,-6.073,0.0339,2.68e-05,0.784,0.132,0.614,110.811,https://open.spotify.com/track/01NTbPhVjXTVSn2a10nCOw
Left Hand Black,Danzig,2EGMd7TdCOGMLcGeV1sTyu,"metal, heavy_metal, doom_metal",Metal,1992,269440,0.41,0.936,-7.982,0.0827,0.000447,0.000301,0.353,0.189,157.791,https://open.spotify.com/track/2EGMd7TdCOGMLcGeV1sTyu
A Sorcerer's Pledge,Candlemass,0ISCZLFcomeyUrThOHssc6,doom_metal,unknown,1990,702666,0.111,0.88,-6.309,0.0677,0.00738,0.00338,0.859,0.14,83.428,https://open.spotify.com/track/0ISCZLFcomeyUrThOHssc6
Double The Pain,Heaven & Hell,04XkQgfJxLEgGTqugJCXzS,"heavy_metal, doom_metal",unknown,2009,323706,0.49,0.888,-5.858,0.0424,0.000331,5.93e-05,0.17,0.489,125.067,https://open.spotify.com/track/04XkQgfJxLEgGTqugJCXzS
Sedative God,Paradise Lost,1mDMHi8NNzM0O1GmLFovKT,"metal, doom_metal, gothic_metal, gothic",Metal,2007,239146,0.463,0.826,-4.76,0.0311,3.92e-05,0.2,0.0956,0.329,104.023,https://open.spotify.com/track/1mDMHi8NNzM0O1GmLFovKT
I Cannot Be Loved,My Dying Bride,1piuEFycD5iSfS1sfDmz46,"doom_metal, gothic_metal",Metal,2006,423466,0.255,0.585,-8.195,0.0366,4.71e-05,0.0267,0.307,0.157,97.012,https://open.spotify.com/track/1piuEFycD5iSfS1sfDmz46
The Crown of Sympathy,My Dying Bride,0Am537OOazm8lMnjfbmomC,"doom_metal, gothic_metal",Metal,2003,733373,0.197,0.534,-8.632,0.0367,0.0614,0.298,0.0634,0.0685,79.962,https://open.spotify.com/track/0Am537OOazm8lMnjfbmomC
Your Own Reality,Paradise Lost,1zRTw6Bj3ZnvWX8moMfWEw,"doom_metal, gothic_metal, gothic",Metal,2007,244666,0.39,0.646,-6.516,0.0313,0.000403,0.0195,0.381,0.338,130.164,https://open.spotify.com/track/1zRTw6Bj3ZnvWX8moMfWEw
Samarithan,Candlemass,1NPFgj3nP0PYHRjTVAmr6q,doom_metal,unknown,1987,329706,0.192,0.667,-4.363,0.0387,6.74e-05,0.000252,0.262,0.336,95.659,https://open.spotify.com/track/1NPFgj3nP0PYHRjTVAmr6q
2 Wheel Nation,Acid King,2RpIksHaUcDkhkohTByYdl,doom_metal,unknown,2005,323040,0.177,0.759,-7.18,0.0541,1.04e-05,0.921,0.0615,0.129,170.269,https://open.spotify.com/track/2RpIksHaUcDkhkohTByYdl
As Horizons End,Paradise Lost,0mxvDPLdKm4Yc2FcgcJKAB,"doom_metal, gothic_metal",Metal,2009,328786,0.445,0.93,-6.582,0.0946,0.000122,0.648,0.16,0.128,150.034,https://open.spotify.com/track/0mxvDPLdKm4Yc2FcgcJKAB
Seven Angels,Earth,1FQbMwYpfKTklDO9fU4b57,doom_metal,Rock,1993,935440,0.109,0.0783,-17.316,0.0386,0.172,0.453,0.151,0.207,92.833,https://open.spotify.com/track/1FQbMwYpfKTklDO9fU4b57
Dixie Whiskey,Eyehategod,2cNvSnhzsCAgcACMVHyaG9,doom_metal,Metal,1996,175360,0.136,0.88,-7.155,0.0723,5.92e-05,0.0136,0.0787,0.382,150.162,https://open.spotify.com/track/2cNvSnhzsCAgcACMVHyaG9
A Sea to Suffer In,My Dying Bride,0TiX1EoPpZ4G9f3dYxQT6A,"doom_metal, gothic_metal",unknown,2003,371546,0.266,0.9,-5.389,0.0514,7.02e-05,0.119,0.711,0.295,96.31,https://open.spotify.com/track/0TiX1EoPpZ4G9f3dYxQT6A
Lords,The Sword,1aLdPUz1LaPjiyDr4HpZBd,"heavy_metal, doom_metal",unknown,2008,301626,0.108,0.91,-3.63,0.0514,0.00811,0.772,0.157,0.442,185.59,https://open.spotify.com/track/1aLdPUz1LaPjiyDr4HpZBd
Everybody Get Up,Five,0Z1e5L4vwwEIF7r30Quy20,"pop, doom_metal",unknown,2014,183672,0.714,0.795,-7.645,0.086,0.000313,0.0,0.169,0.654,95.994,https://open.spotify.com/track/0Z1e5L4vwwEIF7r30Quy20
Soulsick,Moonspell,03U6MGT8DUDKpGmDOGbnx0,"metal, doom_metal, gothic_metal, gothic",unknown,2007,238706,0.532,0.91,-5.382,0.0548,1.73e-05,0.775,0.172,0.394,128.095,https://open.spotify.com/track/03U6MGT8DUDKpGmDOGbnx0
A Cruel Taste of Winter,My Dying Bride,02KEXryKb03ZtM0BbwcaIH,"doom_metal, gothic_metal",unknown,2001,456133,0.399,0.86,-8.394,0.0506,0.000229,0.673,0.253,0.327,128.18,https://open.spotify.com/track/02KEXryKb03ZtM0BbwcaIH
Frailty,Paradise Lost,1LG8gsXwLLPTbLhwGrZ1Pm,"doom_metal, gothic_metal",unknown,2009,265160,0.366,0.973,-4.978,0.0907,5.52e-06,0.137,0.199,0.134,155.165,https://open.spotify.com/track/1LG8gsXwLLPTbLhwGrZ1Pm
World Coming Down,Type O Negative,1iVj5rYcMxPQ92ABzE5l2B,"doom_metal, gothic_metal, gothic",Electronic,1999,670173,0.286,0.764,-6.766,0.0523,0.00294,0.00635,0.0505,0.0626,106.144,https://open.spotify.com/track/1iVj5rYcMxPQ92ABzE5l2B
Fire Lances of the Ancient Hyperzephyrians,The Sword,3nSnHfFmaqKJF6LSBn4qow,doom_metal,unknown,2008,208253,0.155,0.934,-3.87,0.0593,0.00508,0.872,0.0716,0.412,185.118,https://open.spotify.com/track/3nSnHfFmaqKJF6LSBn4qow
Angina,Tristania,0DXOQt8k03n7YhTKEMMpND,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,1999,279600,0.382,0.921,-6.427,0.0887,0.000339,0.00152,0.406,0.12,107.99,https://open.spotify.com/track/0DXOQt8k03n7YhTKEMMpND
Eating the Cannibals,Heaven & Hell,0EwX4ZaR4C4STu0oNW7tsU,"heavy_metal, doom_metal",unknown,2009,215053,0.377,0.963,-4.258,0.0776,0.00038,0.0115,0.251,0.42,92.577,https://open.spotify.com/track/0EwX4ZaR4C4STu0oNW7tsU
Nothing Sacred,Paradise Lost,1BH7GbnqQwKqZoIBHauYNQ,"doom_metal, gothic_metal, gothic",unknown,1999,242240,0.528,0.939,-5.629,0.0525,0.00651,0.00767,0.137,0.158,110.063,https://open.spotify.com/track/1BH7GbnqQwKqZoIBHauYNQ
Black God,My Dying Bride,1m9fFt1acIUeSfArPbguWc,"doom_metal, gothic_metal",unknown,2013,291226,0.0778,0.198,-11.787,0.0349,0.556,0.922,0.0994,0.0391,78.389,https://open.spotify.com/track/1m9fFt1acIUeSfArPbguWc
Methamphetamine,Eyehategod,1XltYShVeKTEudWp1o1qmQ,doom_metal,unknown,2001,336986,0.19,0.746,-11.475,0.0879,0.653,0.000287,0.624,0.104,88.1,https://open.spotify.com/track/1XltYShVeKTEudWp1o1qmQ
Black Voyage,My Dying Bride,07RQEAApvZJZpw7uJeTBDu,"doom_metal, gothic_metal",unknown,1995,587066,0.196,0.601,-9.512,0.0338,0.000433,0.0109,0.104,0.102,132.953,https://open.spotify.com/track/07RQEAApvZJZpw7uJeTBDu
In All Honesty,Paradise Lost,0bOg3l7Wm4ZrGwjteg57hV,"doom_metal, synthpop, gothic_metal, gothic",unknown,2018,242666,0.395,0.891,-5.624,0.0474,0.00318,5.41e-06,0.777,0.563,160.223,https://open.spotify.com/track/0bOg3l7Wm4ZrGwjteg57hV
A Doomed Lover,My Dying Bride,0msu8tWB30xfp3LZwvj8O7,doom_metal,Metal,2004,474080,0.18,0.803,-5.828,0.069,2.5e-05,0.205,0.0868,0.145,114.559,https://open.spotify.com/track/0msu8tWB30xfp3LZwvj8O7
Stigma,Ufomammut,1pd9ahIz23fDLzgcAE9Kb8,doom_metal,Electronic,2008,432586,0.244,0.662,-10.772,0.0324,0.111,0.632,0.126,0.119,102.054,https://open.spotify.com/track/1pd9ahIz23fDLzgcAE9Kb8
Ebethron,The Sword,5sXHXXHqBpAsXxbz6NNU7p,"metal, heavy_metal, doom_metal",Metal,2006,335213,0.388,0.872,-5.328,0.0541,0.00128,0.446,0.117,0.309,122.485,https://open.spotify.com/track/5sXHXXHqBpAsXxbz6NNU7p
Devilred,Moonspell,1funLQzhedt1S8HiOhjjIr,"doom_metal, gothic_metal, gothic",unknown,2008,230306,0.506,0.899,-10.222,0.0414,0.000289,0.0398,0.693,0.379,137.063,https://open.spotify.com/track/1funLQzhedt1S8HiOhjjIr
Gothic Stone,Candlemass,07rbXh19Dj32bc8Gn3xGkl,doom_metal,unknown,1987,47613,0.226,0.363,-5.556,0.0446,0.000852,0.82,0.359,0.222,85.903,https://open.spotify.com/track/07rbXh19Dj32bc8Gn3xGkl
Love In Chains,Tiamat,0dLs8gYO5MZT6Oy7jH4BMN,"doom_metal, gothic_metal, gothic, swedish",unknown,2003,264400,0.507,0.669,-8.571,0.0264,0.00457,0.00813,0.323,0.591,94.021,https://open.spotify.com/track/0dLs8gYO5MZT6Oy7jH4BMN
White Nigger,Eyehategod,0F9ZlfwRDOhaLVhEgjTNiK,doom_metal,unknown,1993,234586,0.169,0.739,-7.242,0.0455,1.29e-05,0.851,0.15,0.17,74.788,https://open.spotify.com/track/0F9ZlfwRDOhaLVhEgjTNiK
Heartshaped Abyss,Moonspell,0eYwxobVPdv3a1a0O2vzll,"doom_metal, gothic_metal, gothic",unknown,2001,248333,0.49,0.783,-4.341,0.0364,2.44e-05,0.805,0.273,0.454,137.041,https://open.spotify.com/track/0eYwxobVPdv3a1a0O2vzll
